"Abudefduf.septemfasciatus","Abudefduf.sexfasciatus","Acanthurus.nigricans","Acanthurus.nigricauda","Acanthurus.nigroris","Acanthurus.olivaceus","Acanthurus.pyroferus","Acanthurus.thompsoni","Acanthurus.triostegus","Amblygobius.nocturnus","Anampses.caeruleopunctatus","Anampses.twistii","Aphareus.furca","Asterropteryx.semipunctata","Aulostomus.chinensis","Balistoides.viridescens","Bodianus.axillaris","Calotomus.carolinus","Canthigaster.bennetti","Canthigaster.solandri","Canthigaster.valentini","Caracanthus.maculatus","Caracanthus.unipinna","Caranx.melampygus","Cephalopholis.argus","Cephalopholis.urodeta","Chaetodon.auriga","Chaetodon.citrinellus","Chaetodon.ephippium","Chaetodon.lunula","Chaetodon.lunulatus","Chaetodon.ornatissimus","Chaetodon.pelewensis","Chaetodon.quadrimaculatus","Chaetodon.reticulatus","Chaetodon.trifascialis","Chaetodon.ulietensis","Chaetodon.unimaculatus","Chaetodon.vagabundus","Cheilinus.chlorourus","Cheilinus.oxycephalus","Cheilinus.trilobatus","Cheilodipterus.quinquelineatus","Chlorurus.microrhinos","Chromis.atripectoralis","Chromis.viridis","Chromis.xanthura","Chrysiptera.brownriggii","Cirrhilabrus.exquisitus","Cirrhilabrus.scottorum","Cirripectes.variolosus","Coris.aygula","Coris.gaimard","Corythoichthys.flavofasciatus","Ctenochaetus.binotatus","Dascyllus.aruanus","Dascyllus.flavicaudus","Dascyllus.trimaculatus","Diodon.hystrix","Epibulus.insidiator","Epinephelus.merra","Fistularia.commersonii","Forcipiger.flavissimus","Fusigobius.neophytus","Gnatholepis.anjerensis","Gomphosus.varius","Gymnothorax.javanicus","Halichoeres.hortulanus","Halichoeres.margaritaceus","Halichoeres.marginatus","Halichoeres.trimaculatus","Hemigymnus.fasciatus","Heniochus.chrysostomus","Hologymnosus.annulatus","Labroides.bicolor","Labroides.dimidiatus","Lepidozygus.tapeinosoma","Lethrinus.olivaceus","Lutjanus.fulvus","Macropharyngodon.meleagris","Melichthys.niger","Melichthys.vidua","Monotaxis.grandoculis","Mulloidichthys.flavolineatus","Mulloidichthys.vanicolensis","Myripristis.amaena","Myripristis.berndti","Myripristis.kuntee","Myripristis.violacea","Naso.lituratus","Naso.unicornis","Nemateleotris.magnifica","Neocirrhites.armatus","Neoniphon.sammara","Novaculichthys.taeniourus","Odonus.niger","Ostracion.meleagris","Oxycheilinus.unifasciatus","Paracirrhites.arcatus","Paracirrhites.forsteri","Parupeneus.ciliatus","Parupeneus.cyclostomus","Parupeneus.insularis","Parupeneus.pleurostigma","Plagiotremus.tapeinosoma","Plectroglyphidodon.johnstonianus","Pomacentrus.pavo","Pomachromis.fuscidorsalis","Pseudocheilinus.evanidus","Pseudocheilinus.hexataenia","Pseudocheilinus.octotaenia","Pseudocheilinus.tetrataenia","Pseudojuloides.atavai","Pycnochromis.acares","Pycnochromis.iomelas","Pycnochromis.margaritifer","Pycnochromis.vanderbilti","Pygoplites.diacanthus","Rhinecanthus.aculeatus","Sargocentron.microstoma","Sargocentron.spiniferum","Scarus.altipinnis","Scarus.forsteni","Scarus.frenatus","Scarus.globiceps","Scarus.niger","Scarus.oviceps","Scarus.rubroviolaceus","Scarus.schlegeli","Siganus.argenteus","Siganus.spinus","Stegastes.nigricans","Stegastes.punctatus","Stethojulis.bandanensis","Sufflamen.bursa","Synodus.binotatus","Thalassoma.amblycephalum","Thalassoma.hardwicke","Thalassoma.lutescens","Thalassoma.quinquevittatum","Valenciennea.strigata","Zanclus.cornutus","Zebrasoma.velifer"
0,11,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,6,7,0,6,10,1,0,0,0,0,0,1,0,3,2,2,2,0,0,174,0,0,0,3,0,0,0,0,15,0,58,52,2,5,2,8,3,11,0,4,0,5,0,0,11,0,4,0,3,13,132,0,0,0,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,186,0,0,5,0,0,0,0,3,74,0,8,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,7,1,2,31,0,0,1,0,0
0,0,0,0,0,0,1,0,8,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,20,0,0,6,2,0,0,1,0,1,14,4,1,0,1,0,0,0,0,0,3,0,0,0,2,4,0,1,0,0,26,1,0,3,1,2,1,0,4,0,8,0,0,14,0,2,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,1,55,2,1,2,2,0
0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,16,1,0,2,0,1,1,2,4,0,9,0,0,7,0,0,2,0,4,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,50,6,0,0,0,0
0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,17,0,0,6,0,0,0,0,0,5,6,9,1,0,0,0,0,0,0,0,15,0,0,0,4,6,0,0,0,0,9,2,0,2,0,1,2,0,1,0,6,0,0,15,0,1,2,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,59,6,0,4,2,0
0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,23,1,0,3,2,0,0,0,0,0,7,2,1,0,1,1,0,0,0,0,29,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,1,5,0,10,0,0,13,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,6,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,38,0,0,0,1,0
0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,16,0,1,8,2,1,0,0,0,0,12,2,0,0,1,0,1,0,2,0,46,0,0,0,1,3,0,0,0,0,2,0,0,1,0,0,2,3,2,0,10,0,0,43,0,2,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,9,0,6,0,0,0,44,3,0,0,0,0
0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,5,2,0,0,1,0,2,4,3,0,0,9,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,3,0,1,1,1,0,1,2,3,0,8,1,0,21,0,2,2,0,1,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,50,0,0,2,1,2
0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,12,2,2,8,2,0,0,0,1,0,8,3,0,0,2,0,0,0,0,0,9,0,0,0,4,2,0,0,0,0,4,0,1,0,1,4,5,1,3,0,12,0,0,19,0,0,2,1,0,0,1,1,0,0,3,2,22,10,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,6,0,0,7,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,63,4,0,0,3,2
0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,2,8,1,0,6,3,0,0,0,0,4,5,9,0,0,2,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,4,0,12,0,12,0,0,41,0,0,0,1,1,0,0,0,0,0,1,3,91,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,4,0,9,0,0,1,70,1,0,0,0,0
0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,3,0,0,6,5,2,5,3,0,0,1,1,0,4,5,3,0,3,0,0,0,0,0,3,0,0,0,2,5,0,0,0,0,7,0,0,0,1,0,5,0,4,0,12,0,0,43,0,3,1,0,0,0,0,1,0,0,3,2,16,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,6,5,0,6,0,0,0,86,3,0,7,1,0
0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,0,2,17,3,0,9,6,0,0,1,1,2,10,6,3,0,4,0,0,0,0,0,1,0,0,0,2,4,0,48,0,0,2,0,2,1,0,0,0,1,8,0,13,0,0,19,0,4,1,0,0,0,0,4,0,0,5,1,63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,5,1,0,0,0,0,2,0,0,0,0,0,4,4,0,1,0,0,0,78,0,0,2,0,0
0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,14,0,0,2,3,0,0,0,0,4,16,1,0,0,4,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0,4,0,0,3,0,0,0,0,5,0,13,0,0,12,0,1,2,0,1,0,0,0,0,0,3,2,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,2,1,3,0,0,0,67,1,0,2,2,0
0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16,2,1,8,6,0,0,0,1,3,20,6,0,0,3,0,0,0,15,0,16,0,0,0,1,1,0,0,5,4,0,0,3,1,0,0,0,0,6,0,11,0,0,36,0,2,1,0,3,0,0,0,0,0,1,8,2,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,5,0,1,0,10,2,0,7,0,0,0,90,0,0,1,2,0
0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,8,0,2,1,2,0,0,0,0,4,9,3,1,0,3,0,0,0,0,0,12,0,0,0,2,2,0,0,2,2,0,0,1,0,0,0,1,0,4,0,10,0,0,11,0,2,0,0,1,0,1,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,4,0,0,0,40,0,0,6,1,0
0,1,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,4,0,0,0,2,0,11,2,3,0,1,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,1,0,2,0,0,2,1,0,5,0,9,0,0,20,0,0,0,1,0,0,0,4,0,0,1,0,2,0,0,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,45,0,0,2,1,1
0,1,0,1,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,5,0,0,1,0,8,4,0,0,0,1,0,0,0,0,0,5,0,0,0,2,3,0,0,24,9,0,0,0,0,0,0,4,0,4,0,9,0,0,16,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,38,0,0,0,0,0
2,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,7,2,1,0,6,0,0,2,0,0,6,4,0,0,2,0,0,0,0,0,15,0,0,0,2,4,0,0,35,3,0,0,3,0,0,0,1,0,4,0,16,0,0,34,0,2,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,5,0,2,0,2,0,0,0,1,0,1,0,0,2,1,0,1,0,0,3,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,2,9,0,7,0,0,0,66,0,0,0,0,0
0,5,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,1,0,2,0,0,0,105,0,17,0,0,0,1,2,0,0,6,14,0,0,1,0,0,0,1,0,1,0,7,0,0,7,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,41,1,0,0,0,0
0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,2,2,0,0,6,2,0,0,3,0,0,3,4,3,0,4,0,0,0,0,0,25,0,0,0,0,4,0,0,26,14,0,0,3,2,0,0,0,0,2,0,17,0,0,29,0,0,0,0,0,0,0,1,0,0,0,0,19,2,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,16,0,2,0,0,0,48,0,0,0,1,0
0,9,2,0,0,0,2,0,64,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,2,1,0,0,0,0,1,2,0,1,0,2,1,0,0,125,0,16,0,0,0,1,0,0,1,4,19,0,0,1,0,0,0,0,0,1,0,9,1,0,13,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,15,0,3,0,0,2,59,0,0,0,0,0
0,0,25,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100,0,0,28,15,0,0,0,0,3,8,69,15,48,2,2,0,0,3,0,1,0,0,0,0,0,0,0,102,2,1,0,0,0,0,138,1,0,4,1,0,7,0,0,17,2,1,0,0,0,3,0,0,8,47,52,0,0,0,48,9,0,0,0,0,0,1,0,22,0,0,104,0,0,2,0,0,27,1,0,2,11,0,0,74,0,4,0,12,1,9,13,580,70,7,220,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,16,10,0,2,0
0,0,41,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,19,12,0,0,0,0,17,2,26,10,22,1,0,1,0,0,1,1,0,0,0,0,1,0,0,150,2,0,0,0,2,0,81,0,0,6,0,0,8,0,0,38,0,1,1,0,0,2,0,0,6,10,0,0,0,0,0,9,0,0,0,0,0,0,0,32,0,6,88,0,0,6,1,0,21,0,0,0,2,0,1,56,0,12,0,21,0,19,7,232,115,20,311,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,24,0,0,0,24,2,0,0,0
0,0,27,0,0,3,6,0,0,0,0,0,1,0,0,0,0,2,0,2,0,64,0,0,26,12,0,0,0,12,0,2,69,6,37,0,5,0,0,0,1,0,0,0,0,0,0,0,60,205,1,0,0,0,0,0,78,0,0,5,0,0,6,0,0,28,1,1,0,1,0,4,0,0,4,1,0,0,0,1,53,2,1,0,0,0,0,0,0,35,0,5,107,0,1,1,0,0,39,4,0,3,0,0,1,91,0,2,0,39,1,55,13,265,145,34,44,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,20,0,0,0,16,3,0,0,2
0,0,56,19,3,3,15,0,0,0,2,1,6,0,0,0,0,0,0,0,0,71,0,0,44,12,0,0,2,0,0,2,28,19,13,0,0,2,0,1,12,0,0,0,0,0,6,0,30,256,1,1,0,0,1,0,86,0,0,6,0,1,4,0,0,28,0,10,0,0,1,8,0,0,3,2,0,0,0,4,32,17,1,0,0,0,0,0,0,55,2,3,88,0,1,15,2,1,37,2,0,1,10,0,0,45,0,23,0,11,1,20,7,278,185,53,24,1,0,0,0,0,2,0,2,0,4,2,0,0,0,0,0,3,26,0,0,0,17,4,0,1,2
0,0,40,0,3,11,8,0,0,0,1,1,1,0,0,2,0,0,0,0,0,35,0,0,40,8,0,0,0,0,0,0,11,6,4,0,0,0,0,0,19,0,0,0,0,0,3,0,8,68,0,0,0,0,0,0,50,0,0,2,0,0,5,0,0,15,0,9,0,0,0,4,0,0,4,9,695,0,0,3,16,8,2,0,0,0,0,0,0,49,0,1,50,0,0,43,1,0,37,0,0,1,5,0,1,29,0,59,0,10,0,17,11,122,156,20,600,2,0,0,0,1,5,0,2,0,5,0,0,0,0,0,0,0,23,0,0,0,20,9,0,1,0
0,0,14,0,5,9,9,0,0,0,0,0,2,0,0,1,0,0,0,0,0,15,0,1,32,10,0,0,0,0,0,0,3,2,5,0,0,0,0,2,7,0,0,0,0,0,0,0,1,306,0,1,1,0,1,0,26,0,0,1,0,0,2,0,0,17,0,4,0,0,0,2,0,0,4,9,109,1,0,3,20,12,3,0,0,0,0,0,0,32,0,1,38,0,1,5,2,0,40,2,0,4,2,0,2,12,0,11,0,2,4,14,9,123,107,27,272,1,0,0,0,0,3,0,0,0,6,5,0,0,0,1,0,0,17,0,0,0,29,17,0,0,0
0,0,8,0,28,15,7,0,0,0,3,2,4,0,0,1,0,0,0,3,0,2,5,1,33,11,0,0,0,0,0,0,10,2,5,0,2,1,0,2,6,1,0,0,0,0,0,0,6,95,0,0,0,0,1,0,10,0,0,0,0,0,2,0,0,19,2,10,0,1,0,1,0,0,3,13,725,0,0,18,5,15,2,0,0,0,0,0,0,13,0,1,40,0,2,18,1,0,33,2,0,1,1,0,5,2,0,72,0,2,2,7,3,6,167,25,201,0,0,0,0,0,9,0,0,0,6,3,0,11,0,0,0,0,22,0,0,0,30,21,0,0,0
0,0,6,18,32,5,1,0,2,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,23,6,1,0,0,0,0,2,16,1,4,0,0,0,1,0,10,3,0,0,0,0,0,0,27,224,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,26,0,3,0,0,0,0,0,0,2,13,435,1,0,0,2,6,0,0,0,0,0,0,0,14,0,1,13,0,1,0,0,3,39,2,0,6,0,0,0,3,0,25,0,5,2,12,2,25,242,47,409,2,0,0,0,0,9,0,5,0,11,6,1,0,0,0,0,1,24,0,0,0,29,32,0,1,1
0,0,3,0,8,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,17,2,0,0,0,1,0,1,17,6,2,0,0,0,1,0,0,2,0,0,0,0,0,0,14,205,4,0,5,0,1,0,5,0,0,0,0,0,4,0,0,18,1,0,0,0,0,0,0,0,0,6,169,2,0,6,4,13,0,0,0,0,0,0,0,12,0,3,26,0,6,22,0,0,43,1,0,3,2,0,6,13,0,36,0,10,0,7,6,69,208,32,327,1,0,0,0,0,6,2,3,0,6,2,2,6,0,0,0,2,17,0,0,0,8,28,0,4,2
0,0,4,0,36,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,14,1,2,0,2,1,0,0,25,6,4,0,0,5,0,0,0,1,0,0,0,0,0,0,13,514,1,0,6,0,7,0,8,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,1,2,38,1,0,4,3,12,0,0,0,0,0,0,0,9,0,6,31,0,2,7,0,3,49,0,0,0,0,0,0,19,0,17,0,11,1,10,3,25,321,9,283,0,0,0,0,0,3,1,3,0,10,5,0,0,0,0,0,3,20,0,0,0,6,37,0,4,2
0,0,2,0,0,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,0,13,1,0,0,0,1,0,3,46,9,3,0,0,4,0,0,0,1,0,1,0,0,0,0,35,244,1,0,4,0,0,0,0,0,0,3,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,1,100,2,0,1,0,12,2,0,0,0,0,0,0,10,0,9,48,0,2,17,1,1,63,0,0,1,0,0,0,23,0,28,0,6,1,10,1,527,77,11,340,0,0,0,0,0,1,0,1,0,4,4,0,0,0,0,0,0,13,0,0,0,26,37,0,0,0
0,0,3,0,2,3,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,30,0,0,21,4,0,0,0,0,0,0,47,11,8,0,0,6,0,0,5,0,0,0,0,0,40,0,69,198,2,0,2,0,17,0,12,0,0,1,0,0,1,0,0,28,0,0,0,0,0,2,0,1,0,3,630,0,0,6,1,14,0,0,0,0,0,0,0,14,0,16,65,0,3,116,0,1,78,2,0,1,0,0,0,38,0,11,0,18,0,21,2,425,315,14,781,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,1,13,0,0,0,15,27,0,1,2
0,0,0,1,1,3,5,1,0,0,0,0,0,0,0,0,0,4,0,2,0,39,2,0,24,4,0,0,0,0,0,1,67,19,9,0,2,6,0,0,0,0,0,0,0,0,0,0,22,243,3,0,4,0,0,0,2,0,0,2,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,1,50,0,0,2,1,21,0,0,0,0,0,0,0,13,0,10,80,0,2,37,0,0,55,3,0,5,1,0,3,50,0,9,0,22,0,28,1,127,303,19,472,1,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,12,0,0,0,10,19,0,1,0
0,0,4,0,3,9,13,0,0,0,1,1,0,0,0,1,0,3,0,0,0,26,2,0,17,10,0,0,0,0,0,3,70,13,23,0,0,7,0,0,0,1,0,0,0,0,0,0,0,302,2,1,1,0,5,0,56,0,0,2,0,0,3,0,0,22,0,0,0,0,0,1,0,0,2,2,185,0,0,1,3,16,1,0,0,0,0,0,0,19,0,4,56,0,0,6,0,4,51,1,0,0,2,0,0,54,0,53,0,32,1,22,3,460,140,14,600,1,0,0,0,0,6,0,0,0,5,2,0,0,0,0,0,2,14,0,0,0,7,25,0,1,0
0,0,0,0,0,4,6,0,0,0,2,0,1,0,0,0,0,2,0,0,0,25,7,0,16,7,0,0,0,0,0,2,44,6,11,0,0,8,0,0,2,1,0,0,0,0,0,0,0,25,2,0,4,0,2,0,46,0,1,2,0,0,2,0,0,22,0,0,0,0,0,2,0,1,0,3,55,0,0,8,0,7,0,0,0,0,0,0,0,9,0,2,73,0,0,69,0,1,52,2,0,2,0,0,0,55,0,11,0,33,1,19,3,230,133,2,277,1,0,0,0,0,6,0,1,0,1,5,0,0,0,0,0,2,15,0,0,0,8,12,0,1,2
0,0,3,0,3,3,8,0,0,0,0,2,2,0,0,1,0,1,0,0,0,38,5,0,14,12,0,0,0,0,0,0,37,4,16,0,0,2,0,1,2,0,0,0,0,0,0,0,0,62,0,2,0,0,8,0,74,0,0,6,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,6,111,0,0,3,0,14,0,0,0,0,0,0,0,10,0,7,100,0,0,94,0,1,49,4,0,1,0,0,0,67,0,77,0,37,1,10,5,324,137,6,337,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,0,1,14,0,0,0,26,2,0,3,1
0,0,3,0,17,0,9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7,0,0,16,3,0,0,0,0,0,0,25,16,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1,121,0,0,2,0,0,0,38,0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,3,80,0,0,4,2,6,0,0,0,0,0,0,0,4,0,0,28,0,0,32,0,1,42,1,0,0,1,0,0,72,0,10,0,45,0,30,1,153,43,3,217,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,3,10,1,0,0,12,5,0,1,0
0,0,1,0,23,6,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,10,3,0,0,0,0,0,1,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,169,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,9,0,1,18,0,0,52,0,0,40,0,0,0,0,0,0,4,0,6,0,21,1,9,0,14,11,3,128,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,12,0,0,0,9,25,0,4,0
0,0,0,0,3,8,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,16,2,0,0,0,0,0,0,2,16,1,0,0,1,0,1,0,1,0,0,0,0,0,0,20,54,0,1,2,0,1,0,6,0,0,0,0,0,2,0,0,10,0,1,3,3,0,0,0,0,0,1,864,0,0,3,2,8,0,0,0,0,0,0,0,5,0,12,15,0,2,83,0,0,55,1,0,0,0,0,0,9,0,103,2,11,0,1,0,78,0,0,258,0,0,0,0,0,5,0,5,0,2,4,0,0,0,0,0,1,7,0,0,0,3,24,0,1,0
0,0,0,1,0,0,12,0,7,0,0,1,0,0,1,0,0,0,1,8,1,0,0,0,1,0,13,33,0,8,8,12,6,0,6,3,0,55,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,15,7,4,0,8,12,12,1,2,1,0,0,0,0,19,0,0,0,6,0,0,0,1,0,0,1,3,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,1,4,1,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,2,8,0,1,1,1
0,15,0,7,0,0,6,0,0,0,0,3,0,2,1,0,0,0,0,5,1,0,0,0,0,0,4,13,0,5,11,5,0,0,5,0,2,21,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,3,7,0,4,3,7,1,1,5,1,3,0,0,9,0,1,1,2,2,0,0,0,0,0,1,8,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,5,1,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,9,0,0,3,8,0,1,0,0
0,2,0,5,0,0,10,0,2,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,5,0,18,18,2,11,31,24,9,0,10,0,6,44,2,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,30,6,1,0,1,1,5,1,0,4,0,2,0,1,19,0,5,1,3,2,0,0,0,0,0,1,0,0,1,0,1,0,0,6,0,3,0,0,0,0,0,1,0,0,0,4,0,2,0,0,17,0,0,1,0,0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,5,16,0,0,5,5,0,0,6,0
