"Abudefduf.septemfasciatus","Abudefduf.sexfasciatus","Acanthurus.nigricans","Acanthurus.nigricauda","Acanthurus.nigroris","Acanthurus.olivaceus","Acanthurus.pyroferus","Acanthurus.thompsoni","Acanthurus.triostegus","Amblygobius.nocturnus","Anampses.caeruleopunctatus","Anampses.twistii","Aphareus.furca","Asterropteryx.semipunctata","Aulostomus.chinensis","Balistoides.viridescens","Bodianus.axillaris","Calotomus.carolinus","Canthigaster.bennetti","Canthigaster.solandri","Canthigaster.valentini","Caracanthus.maculatus","Caracanthus.unipinna","Caranx.melampygus","Cephalopholis.argus","Cephalopholis.urodeta","Chaetodon.auriga","Chaetodon.citrinellus","Chaetodon.ephippium","Chaetodon.lunula","Chaetodon.lunulatus","Chaetodon.ornatissimus","Chaetodon.pelewensis","Chaetodon.quadrimaculatus","Chaetodon.reticulatus","Chaetodon.trifascialis","Chaetodon.ulietensis","Chaetodon.unimaculatus","Chaetodon.vagabundus","Cheilinus.chlorourus","Cheilinus.oxycephalus","Cheilinus.trilobatus","Cheilodipterus.quinquelineatus","Chlorurus.microrhinos","Chromis.atripectoralis","Chromis.viridis","Chromis.xanthura","Chrysiptera.brownriggii","Cirrhilabrus.exquisitus","Cirrhilabrus.scottorum","Cirripectes.variolosus","Coris.aygula","Coris.gaimard","Corythoichthys.flavofasciatus","Ctenochaetus.binotatus","Dascyllus.aruanus","Dascyllus.flavicaudus","Dascyllus.trimaculatus","Diodon.hystrix","Epibulus.insidiator","Epinephelus.merra","Fistularia.commersonii","Forcipiger.flavissimus","Fusigobius.neophytus","Gnatholepis.anjerensis","Gomphosus.varius","Gymnothorax.javanicus","Halichoeres.hortulanus","Halichoeres.margaritaceus","Halichoeres.marginatus","Halichoeres.trimaculatus","Hemigymnus.fasciatus","Heniochus.chrysostomus","Hologymnosus.annulatus","Labroides.bicolor","Labroides.dimidiatus","Lepidozygus.tapeinosoma","Lethrinus.olivaceus","Lutjanus.fulvus","Macropharyngodon.meleagris","Melichthys.niger","Melichthys.vidua","Monotaxis.grandoculis","Mulloidichthys.flavolineatus","Mulloidichthys.vanicolensis","Myripristis.amaena","Myripristis.berndti","Myripristis.kuntee","Myripristis.violacea","Naso.lituratus","Naso.unicornis","Nemateleotris.magnifica","Neocirrhites.armatus","Neoniphon.sammara","Novaculichthys.taeniourus","Odonus.niger","Ostracion.meleagris","Oxycheilinus.unifasciatus","Paracirrhites.arcatus","Paracirrhites.forsteri","Parupeneus.ciliatus","Parupeneus.cyclostomus","Parupeneus.insularis","Parupeneus.pleurostigma","Plagiotremus.tapeinosoma","Plectroglyphidodon.johnstonianus","Pomacentrus.pavo","Pomachromis.fuscidorsalis","Pseudocheilinus.evanidus","Pseudocheilinus.hexataenia","Pseudocheilinus.octotaenia","Pseudocheilinus.tetrataenia","Pseudojuloides.atavai","Pycnochromis.acares","Pycnochromis.iomelas","Pycnochromis.margaritifer","Pycnochromis.vanderbilti","Pygoplites.diacanthus","Rhinecanthus.aculeatus","Sargocentron.microstoma","Sargocentron.spiniferum","Scarus.altipinnis","Scarus.forsteni","Scarus.frenatus","Scarus.globiceps","Scarus.niger","Scarus.oviceps","Scarus.rubroviolaceus","Scarus.schlegeli","Siganus.argenteus","Siganus.spinus","Stegastes.nigricans","Stegastes.punctatus","Stethojulis.bandanensis","Sufflamen.bursa","Synodus.binotatus","Thalassoma.amblycephalum","Thalassoma.hardwicke","Thalassoma.lutescens","Thalassoma.quinquevittatum","Valenciennea.strigata","Zanclus.cornutus","Zebrasoma.velifer"
0,0,0,2,0,0,16,0,6,0,0,2,0,0,0,0,0,0,2,7,5,0,0,0,2,0,8,14,1,5,20,12,4,0,4,0,5,40,8,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,3,35,5,4,0,4,17,2,10,4,8,0,1,0,0,6,0,0,0,0,6,0,0,0,0,0,2,0,0,10,0,0,0,0,3,0,3,0,0,0,0,1,1,0,0,0,2,2,0,0,2,18,0,1,2,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,1,13,0,0,12,5,0,0,3,1
0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,6,5,0,0,0,2,0,8,25,0,19,9,14,5,0,4,0,5,21,4,2,1,5,0,0,0,24,0,0,1,6,0,0,0,3,2,0,46,5,2,0,6,22,0,6,10,9,0,0,0,0,22,0,1,0,2,5,0,0,0,0,0,6,5,0,0,0,0,0,0,13,0,6,0,0,0,0,1,0,0,0,0,2,2,0,0,0,106,0,8,8,0,0,0,0,0,81,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,30,0,2,13,0,0,28,15,0,4,5,0
0,7,0,4,0,0,13,0,10,0,0,1,0,0,0,0,0,0,2,7,4,0,0,0,4,0,6,16,0,8,6,7,0,0,2,0,6,24,3,0,0,1,0,1,0,0,0,0,2,1,0,2,0,0,2,1,14,22,3,0,7,0,6,4,6,2,0,1,0,0,14,0,2,0,10,5,0,0,2,0,0,5,11,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,8,0,89,0,0,5,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,6,13,0,0,18,4,0,0,4,0
0,0,0,0,0,0,19,0,5,0,0,0,0,0,1,0,0,0,5,6,11,0,0,0,1,0,4,31,0,9,6,5,10,0,1,0,3,45,6,4,1,2,0,0,0,0,0,0,1,0,0,1,0,1,7,0,7,2,0,0,3,22,4,2,1,1,0,0,0,1,21,0,2,0,2,2,0,0,4,0,0,4,13,1,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,168,0,5,1,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,5,17,1,0,14,4,0,0,3,0
0,0,0,2,0,0,17,0,1,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,2,0,3,43,0,9,10,8,9,0,2,0,1,27,4,3,0,5,0,1,0,0,0,0,1,5,0,2,0,1,3,0,15,5,0,0,2,17,10,1,4,2,0,0,0,0,28,0,0,0,2,4,0,0,0,0,0,1,30,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,171,0,2,7,0,0,0,0,5,47,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,10,11,0,0,8,0,0,0,3,0
0,0,0,3,1,0,18,0,15,0,0,2,0,2,0,0,0,0,0,5,1,0,0,0,3,0,19,16,1,6,32,13,4,0,1,0,2,36,4,8,2,2,2,0,0,0,0,0,0,2,0,0,0,3,4,0,50,9,0,0,6,4,7,4,1,8,0,1,0,2,43,0,0,0,8,4,0,0,0,0,0,1,25,0,1,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,95,0,1,2,0,0,0,0,11,55,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,8,1,1,14,1,0,3,0,0,2,5,1
0,0,0,1,2,6,14,0,7,0,0,1,0,6,0,0,0,0,0,6,3,0,0,0,3,0,7,17,0,16,21,5,2,0,2,0,0,33,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,33,1,1,0,4,1,1,0,2,1,0,3,0,0,7,0,5,1,3,2,0,0,0,0,0,1,1,1,0,0,0,0,0,5,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,5,0,0,0,0,13,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,11,0,8,2,0,0,0,5,0
0,97,0,3,0,0,17,0,85,0,0,2,0,0,0,0,0,0,1,3,4,0,0,0,4,0,12,16,2,21,27,22,11,0,6,0,3,25,2,6,0,2,0,0,0,0,0,0,0,3,0,4,0,0,2,0,23,8,16,0,10,6,7,2,3,4,0,1,0,0,6,0,2,0,0,1,0,3,1,1,0,4,53,1,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,3,0,0,0,0,18,70,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,35,16,0,0,2,0,0,0,4,0
0,0,1,3,0,0,7,0,5,0,0,0,0,6,1,0,0,0,10,3,8,0,0,0,6,0,3,15,0,16,58,7,1,0,2,0,0,28,3,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,9,1,85,9,0,0,5,0,3,0,4,8,0,0,0,0,30,0,1,0,5,6,0,0,2,0,0,3,14,12,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,232,0,1,6,0,0,0,0,23,160,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,13,0,7,10,0,5,27,2,1,1,2,0
0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,21,12,0,10,35,18,5,0,2,0,2,31,2,2,2,3,0,0,0,0,0,0,1,1,0,1,0,0,9,4,39,3,0,0,3,5,4,9,12,5,0,2,0,1,14,0,1,0,2,2,0,0,1,0,0,3,51,0,17,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,402,0,0,3,0,0,0,0,22,194,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,1,3,12,0,0,4,1,0,1,4,0
0,0,0,0,0,0,6,0,1,0,0,2,0,1,1,0,0,0,0,2,1,0,0,0,2,0,12,12,0,8,55,9,2,0,0,0,1,25,2,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,8,50,7,0,1,10,31,4,3,0,3,0,3,0,0,4,0,39,0,1,1,0,0,4,0,0,3,52,8,0,0,0,0,0,27,20,0,0,1,0,0,2,1,0,0,0,1,2,1,0,0,121,0,0,3,0,0,0,0,25,199,1,2,0,0,4,0,0,0,0,0,0,0,3,0,2,5,0,0,17,0,0,4,3,0,0,0,0
0,1,0,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,3,1,2,10,3,4,35,7,8,0,0,0,0,23,4,1,2,3,0,0,0,7,0,0,0,0,0,0,0,0,3,21,22,12,0,0,7,6,1,1,4,3,0,1,0,0,17,0,22,0,2,2,0,13,0,0,0,0,33,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,2,0,0,0,0,7,154,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,19,2,0,0,0,0
0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,6,0,3,0,0,0,2,0,0,8,0,4,55,3,0,0,0,0,0,14,7,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,6,13,40,7,1,0,7,16,1,11,3,8,0,1,0,0,10,0,8,0,4,3,0,0,0,0,0,1,62,62,5,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,56,0,0,2,0,0,0,0,5,121,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,3,10,0,0,0,0,0,2,1,1
0,0,0,0,0,1,7,0,0,0,0,1,0,0,3,0,0,0,1,3,1,0,0,0,0,0,6,7,0,2,55,6,10,0,1,0,0,17,1,1,1,3,1,0,0,0,0,0,0,4,0,0,0,0,5,0,126,12,1,0,7,9,2,0,1,7,0,4,0,0,4,0,7,0,1,5,0,0,0,0,0,1,14,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,131,0,0,4,0,0,0,0,8,83,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,4,8,1,0,0,0,0,0,5,0
0,0,0,0,0,0,7,0,0,0,0,2,0,2,0,0,0,0,2,4,4,0,0,0,5,0,3,7,0,3,22,5,17,0,2,0,0,13,1,1,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,62,15,0,0,9,3,5,1,0,2,0,2,0,0,6,1,4,0,4,1,3,0,0,0,0,0,6,43,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,1,0,145,0,0,10,0,0,0,0,11,75,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,1,0,0,0,3,0
0,0,1,2,0,0,12,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,3,0,2,8,0,1,16,2,13,0,1,0,0,17,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,118,7,3,0,9,4,3,9,0,6,0,10,0,0,4,0,8,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,116,0,0,4,0,0,0,0,4,59,1,2,0,0,0,1,0,0,0,3,0,0,0,0,2,4,0,3,7,1,2,39,0,0,0,2,0
0,7,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,1,8,7,1,0,0,0,0,5,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,10,6,0,5,1,0,3,0,0,5,1,18,1,2,18,0,5,0,0,0,0,0,0,0,0,1,4,2,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,1,2,15,1,7,0,0,0,59,0,0,0,0,1
0,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,1,0,4,5,0,0,1,6,0,7,2,1,0,1,0,0,0,0,0,21,0,0,0,1,0,0,0,6,1,2,0,2,2,0,4,4,0,6,0,16,1,3,32,0,2,0,0,3,0,0,0,0,0,0,1,4,1,0,0,0,0,10,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,27,0,18,0,0,0,76,1,0,0,4,0
0,13,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,13,0,0,13,2,0,0,3,0,0,13,4,1,0,1,0,0,0,3,0,24,0,0,0,1,0,1,0,4,0,4,0,1,0,3,1,1,0,6,0,16,2,3,7,0,0,0,0,0,0,2,1,0,0,2,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,1,0,1,16,0,0,0,1,0,60,0,0,0,1,0
1,9,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,2,0,14,4,0,0,0,0,1,8,6,0,0,1,0,0,0,45,0,13,0,0,0,2,0,2,0,13,2,3,0,1,0,0,1,2,0,12,0,28,0,1,15,0,2,0,0,4,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,21,17,5,0,0,0,66,0,0,0,1,0
2,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,11,2,0,0,0,0,4,0,3,1,0,1,0,1,0,0,0,20,0,0,0,1,0,1,0,13,0,2,0,0,1,0,3,1,0,4,0,20,0,1,19,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,7,0,9,0,0,0,125,0,0,1,1,2
0,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,2,24,1,0,0,2,0,2,2,4,1,0,0,0,0,0,0,0,26,0,0,0,1,0,1,0,10,1,4,0,5,0,0,1,0,1,7,0,19,0,2,18,0,2,0,1,2,0,0,1,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,13,1,2,0,0,37,3,9,0,0,0,125,0,0,2,0,0
4,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,5,2,1,0,0,0,0,1,13,1,0,8,4,0,0,0,0,0,4,4,2,0,0,0,1,0,0,0,17,0,0,0,1,0,1,0,1,0,1,0,3,0,2,4,2,1,7,2,17,0,6,25,0,2,1,0,2,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,3,0,3,0,0,37,0,7,0,0,0,87,1,0,0,4,0
2,7,0,0,0,0,0,0,1009,0,0,0,0,0,0,1,0,0,5,10,1,0,2,1,1,0,1,6,4,0,22,6,0,0,3,0,4,2,2,2,0,4,0,0,0,0,0,20,0,0,0,0,0,4,0,7,3,2,0,1,0,0,1,2,0,14,0,27,0,4,29,0,4,0,1,0,0,0,2,0,0,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,6,0,0,0,2,39,0,14,0,0,0,168,0,0,1,0,2
1,5,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,6,0,0,17,2,0,0,2,1,0,1,9,1,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,1,0,6,0,0,0,6,0,12,0,24,0,5,8,0,0,0,1,0,0,1,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0,1,0,0,3,4,5,0,0,0,4,28,0,5,0,0,0,118,0,0,0,0,0
0,22,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,2,8,3,0,19,1,0,0,0,1,6,2,5,1,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,9,4,0,0,2,1,0,0,0,1,9,0,20,0,0,27,0,2,0,0,3,0,0,3,0,0,0,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,2,0,15,0,0,2,29,49,0,13,0,0,0,98,0,0,0,0,0
2,1,0,0,1,0,2,0,16,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,4,1,0,6,5,0,0,0,0,2,3,0,0,0,1,0,0,0,7,0,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,18,0,2,9,0,0,0,1,0,0,0,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,2,17,2,13,0,0,0,56,0,0,2,0,0
2,12,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,17,13,0,0,0,0,2,0,4,3,0,0,0,0,0,0,0,50,1,0,0,1,0,0,0,7,1,0,0,1,1,1,0,2,0,8,1,15,1,1,16,0,1,1,0,0,0,0,2,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,2,1,1,2,0,7,1,0,0,4,37,5,6,0,0,0,93,0,0,2,0,1
0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,5,0,0,1,0,2,4,2,2,0,0,0,0,0,110,0,23,0,0,0,1,0,1,0,12,0,0,0,0,2,0,0,1,0,9,0,20,0,3,10,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,4,0,0,0,5,23,0,3,0,0,0,91,0,0,0,0,0
2,7,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,3,8,1,0,4,5,0,0,0,1,1,4,9,3,0,2,0,2,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,7,2,0,1,2,0,7,0,11,0,2,8,0,2,0,0,2,0,0,3,0,0,2,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,11,0,0,4,8,26,2,4,0,0,0,75,0,0,0,0,2
2,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,5,4,0,6,6,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,4,0,15,0,1,16,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,27,0,5,1,0,0,59,0,0,0,1,1
1,20,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,9,3,0,0,1,0,0,0,3,1,0,0,0,0,0,82,0,32,0,0,0,3,0,2,0,4,2,1,0,3,0,0,1,5,0,5,0,10,0,2,11,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,4,35,0,4,0,0,0,57,1,0,0,0,0
1,21,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,4,0,0,10,4,0,0,1,0,0,4,1,1,0,0,0,0,0,27,0,41,0,0,0,0,0,0,0,38,5,0,0,4,0,0,0,0,0,7,0,31,0,3,11,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,6,0,0,0,5,25,0,4,0,0,0,77,3,0,0,0,0
1,9,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,6,1,2,9,0,0,0,0,1,2,2,6,0,0,2,0,0,0,79,0,12,0,0,0,1,1,1,0,36,0,0,0,3,0,0,0,0,0,8,0,16,0,3,13,0,3,0,0,1,0,0,3,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,10,0,0,0,1,32,0,4,0,0,0,80,4,0,2,1,2
0,6,1,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,4,1,0,0,1,1,2,0,5,2,0,2,0,0,0,50,0,28,0,0,0,2,0,0,0,14,1,0,0,6,1,0,0,0,0,11,0,16,0,2,8,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,8,0,0,0,5,32,0,4,0,1,0,83,0,0,0,0,0
0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,10,17,0,0,0,0,0,7,41,10,18,0,0,6,0,0,1,2,0,0,0,0,0,0,1,57,4,1,0,0,0,0,4,3,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,0,0,0,0,0,0,0,7,0,10,90,0,1,0,0,0,54,1,0,0,1,0,0,57,0,66,0,12,0,18,4,1,0,0,900,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,16,0,0,0,3,44,0,0,0
0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,17,0,0,0,0,11,3,13,16,4,1,0,3,0,0,0,0,0,0,0,0,0,0,20,77,5,0,3,0,0,0,7,0,0,2,2,0,0,0,0,15,1,0,0,8,0,0,0,0,0,2,0,0,0,6,0,10,0,0,0,0,0,0,0,9,0,22,83,0,0,2,0,2,47,0,0,0,0,0,12,33,0,36,0,12,0,29,5,48,0,2,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,21,46,0,0,1
0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,9,0,0,0,0,0,3,55,9,7,1,0,4,0,1,0,0,0,0,0,0,0,0,1,86,12,1,6,0,8,0,3,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,3,0,0,0,8,5,12,0,0,0,0,0,0,0,21,0,12,89,0,0,0,0,1,55,3,0,2,3,1,5,65,0,145,0,10,0,10,5,43,0,0,685,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,13,15,0,0,0,1,63,0,2,0
0,0,0,0,26,60,7,0,45,0,3,0,0,0,0,0,0,0,0,0,0,37,0,1,15,13,0,0,0,0,0,1,50,9,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,214,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,3,0,4,0,24,7,22,0,0,0,0,0,0,0,18,0,3,59,0,1,37,1,0,63,1,0,1,0,0,1,50,0,413,0,6,0,13,4,0,0,1,1077,1,0,0,0,0,2,0,11,0,2,0,0,0,0,0,0,17,18,0,2,0,2,72,0,2,0
0,0,1,14,41,49,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,9,10,0,0,0,0,0,0,10,11,2,0,0,0,0,0,2,1,0,0,0,0,0,0,3,339,3,0,8,0,0,0,0,0,0,0,0,2,2,0,0,9,0,0,0,1,0,0,0,1,0,1,0,0,0,10,14,19,0,0,0,0,0,0,0,11,0,9,17,0,2,69,0,0,42,2,0,1,0,0,0,21,0,88,0,4,5,14,3,133,0,7,699,0,0,0,0,0,2,0,5,1,3,0,1,0,0,0,0,0,21,0,0,0,3,66,0,3,0
0,0,0,0,20,23,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,10,4,0,0,0,0,0,0,6,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,124,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,15,1,0,29,0,17,0,0,0,0,0,0,0,13,2,10,17,0,1,15,0,0,31,0,0,0,0,0,1,13,0,41,0,0,0,8,1,0,0,0,395,0,0,0,0,0,1,0,4,0,8,0,1,0,0,0,0,5,17,0,0,0,2,61,0,0,0
0,0,0,0,45,10,2,0,0,0,8,0,0,0,0,1,0,4,0,0,0,0,0,0,11,7,0,0,0,0,0,0,15,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,47,280,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,35,2,16,0,0,0,0,0,0,0,14,0,11,8,0,1,2,0,0,26,0,0,0,1,0,0,4,0,231,0,0,0,0,2,8,0,0,260,0,0,0,0,0,0,0,15,4,3,0,0,0,0,0,0,7,26,0,42,0,0,105,0,1,0
